Order ID,order_date,City,Revenue,Discount,Quantity,Customer Age,Is Member,Channel,Sales Channel,Currency,Sales Rep,Email,Notes,
ORD-1494,2025-08-08,Chennai,$786.84,16.4%,6.0,33.0,Yes,Store,Store,INR,A. Sharma,customer494@example.com,,
ORD-1445,2025-07-24,unknown,"$2,757.03",26.5%,8.0,19.0,No,Partner,Partner,INR,A. Sharma,customer445@example.com,,
ORD-1562,2025-08-27,chennai,$714.70,18.8%,9.0,43.0,Yes,Online,Online,INR,P. Nair ,customer562@example.com,,
ORD-1890,2025-05-31,unknown,"$1,971.93",15.4%,4.0,48.0,No,Store,Store,INR,  M. Khan,customer890@example.com,,
ORD-1034,2025-11-01,Mumbai,$810.51,22.1%,4.0,49.0,No,Online,Online,INR,R. Iyer ,customer34@example.com,,
ORD-1498,2026-01-22,Mumbai,"$2,628.99",21.1%,6.0,56.0,Yes,Partner,Partner,INR,S. Bose,customer498@example.com,,
ORD-1170,2026-02-09,Mumbai,"$2,000.27",2.1%,8.0,52.0,No,Online,Online,INR,R. Iyer ,customer170@example.com,,
ORD-1656,2026-02-19,Kolkata,$612.88,33.3%,1.0,37.0,No,Online,Online,INR,  M. Khan,customer656@example.com,,
ORD-1809,2025-10-07,delhi,"$1,348.12",20.0%,4.0,42.0,No,Online,Online,INR,A. Sharma,customer809@example.com,,
ORD-1186,2025-05-22,Mumbai,$686.85,5.7%,9.0,40.0,No,Partner,Partner,INR,  M. Khan,customer186@example.com,,
ORD-1010,2025-12-18,Kolkata,$853.97,23.7%,2.0,,No,Online,Online,INR,S. Bose,customer10@example.com,,
ORD-1085,2025-08-28,Bengaluru,$699.45,3.0%,9.0,,No,Store,Store,INR,S. Bose,customer85@example.com,,
ORD-1856,2025-06-28,Mumbai,"$1,071.69",23.0%,2.0,,No,Online,Online,INR,R. Iyer ,customer856@example.com,,
ORD-1573,2026-02-23,Kolkata,$381.15,29.7%,2.0,40.0,No,Online,Online,INR,R. Iyer ,customer573@example.com,,
ORD-1325,2026-01-05,Chennai,$621.00,13.3%,6.0,50.0,Yes,Online,Online,INR,S. Bose,customer325@example.com,,
ORD-1725,2025-08-26,Kolkata,$513.58,14.9%,11.0,33.0,No,Store,Store,INR,A. Sharma,customer725@example.com,,
ORD-1115,2025-11-18,unknown,"$1,534.16",6.2%,8.0,31.0,No,Online,Online,INR,R. Iyer ,customer115@example.com,,
ORD-1899,2026-02-20,mumbai,$118.59,12.1%,11.0,53.0,Yes,Online,Online,INR,P. Nair ,customer899@example.com,,
ORD-1189,2025-11-10,bengaluru,"$1,184.63",6.5%,5.0,38.0,No,Online,Online,INR,R. Iyer ,customer189@example.com,,
ORD-1115,2025-11-28,Bengaluru,$760.58,10.1%,9.0,49.0,Yes,Online,Online,INR,A. Sharma,customer116@example.com,,
ORD-1436,2026-02-25,Delhi,$481.23,3.8%,3.0,56.0,No,Online,Online,INR,P. Nair ,customer436@example.com,,
ORD-1643,2025-06-19,Mumbai,$151.19,12.7%,9.0,36.0,No,Online,Online,INR,  M. Khan,customer643@example.com,,
ORD-1057,2025-04-19,Chennai,"$1,407.03",9.0%,4.0,46.0,Yes,Online,Online,INR,  M. Khan,customer57@example.com,,
ORD-1353,2026-04-02,delhi,$879.29,33.7%,4.0,51.0,No,Online,Online,INR,  M. Khan,customer353@example.com,,
ORD-1513,2025-09-16,Bengaluru,$962.19,21.1%,10.0,55.0,Yes,Online,Online,INR,P. Nair ,customer513@example.com,,
ORD-1395,02/03/2025,Mumbai,"$1,320.58",2.7%,7.0,45.0,No,Store,Store,INR,P. Nair ,customer395@example.com,,
ORD-1458,2025-04-28,DELHI,$677.64,13.8%,999.0,52.0,No,Online,Online,INR,R. Iyer ,customer458@example.com,,
ORD-1540,2025-09-30,Chennai,$681.67,20.0%,5.0,73.0,Yes,Online,Online,INR,  M. Khan,customer540@example.com,,
ORD-1691,2025-07-12,Delhi,"$1,777.78",23.9%,5.0,,No,Online,Online,INR,P. Nair ,customer691@example.com,,
ORD-1259,2025-03-07,Chennai,$553.71,6.0%,5.0,16.0,No,Store,Store,INR,R. Iyer ,customer259@example.com,,
ORD-1048,2025-10-30,Chennai,$741.58,8.9%,5.0,11.0,No,Store,Store,INR,P. Nair ,customer48@example.com,,
ORD-1336,2025-11-17,Mumbai,$574.96,10.4%,2.0,58.0,Yes,Online,Online,INR,P. Nair ,customer336@example.com,,
ORD-1883,2025-06-11,Chennai,"$1,303.23",20.5%,11.0,16.0,No,Store,Store,INR,S. Bose,customer883@example.com,,
ORD-1125,2025-11-11,mumbai,"$1,226.58",12.9%,5.0,45.0,No,Online,Online,INR,R. Iyer ,customer125@example.com,,
ORD-1825,2026-03-20,Delhi,$990.24,20.6%,10.0,13.0,No,Partner,Partner,INR,  M. Khan,customer825@example.com,,
ORD-1357,2025-07-01,chennai,$518.85,22.9%,5.0,33.0,No,Store,Store,INR,S. Bose,customer357@example.com,,
ORD-1366,2025-06-07,DELHI,"$1,373.30",9.7%,1.0,14.0,No,Online,Online,INR,P. Nair ,customer366@example.com,,
ORD-1046,2025-08-17,Bengaluru,"$1,783.98",26.9%,1.0,36.0,Yes,Online,Online,INR,A. Sharma,customer46@example.com,,
ORD-1256,2025-04-05,Kolkata,$741.09,30.7%,6.0,41.0,Yes,Store,Store,INR,S. Bose,customer256@example.com,,
ORD-1106,2026-03-26,Delhi,$380.08,25.9%,11.0,35.0,No,Online,Online,INR,S. Bose,customer106@example.com,,
ORD-1317,2025-11-27,Chennai,$475.55,10.3%,8.0,44.0,Yes,Store,Store,INR,P. Nair ,customer317@example.com,,
ORD-1537,2025-08-24,MUMBAI,$868.78,32.7%,5.0,34.0,No,Store,Store,INR,R. Iyer ,customer537@example.com,,
ORD-1889,2025-10-07,Chennai,$622.90,8.6%,6.0,41.0,No,Online,Online,INR,R. Iyer ,customer889@example.com,,
ORD-1327,2025-06-16,Bengaluru,"$1,450.03",18.0%,1.0,47.0,Yes,Store,Store,INR,A. Sharma,customer327@example.com,,
ORD-1470,2025-03-01,Mumbai,"$1,768.06",27.7%,1.0,41.0,No,Store,Store,INR,A. Sharma,customer470@example.com,,
ORD-1674,2025-07-26,MUMBAI,"$2,535.45",2.5%,8.0,42.0,No,Store,Store,INR,P. Nair ,customer674@example.com,,
ORD-1873,2025-06-09,Bengaluru,$352.30,16.7%,8.0,14.0,No,Online,Online,INR,R. Iyer ,customer873@example.com,,
ORD-1552,22/06/2025,Bengaluru,"$1,109.46",6.9%,-1.0,,Yes,Online,Online,INR,  M. Khan,customer552@example.com,,
ORD-1488,2025-12-21,Chennai,$686.06,13.1%,3.0,39.0,Yes,Online,Online,INR,A. Sharma,customer488@example.com,,
ORD-1475,20/10/2025,mumbai,$837.79,6.6%,3.0,27.0,No,Online,Online,INR,A. Sharma,customer475@example.com,,
ORD-1405,2026-03-06,MUMBAI,$859.82,18.8%,9.0,37.0,No,Online,Online,INR,P. Nair ,customer405@example.com,,
ORD-1555,2025-07-21,Delhi,"$1,565.39",4.0%,6.0,40.0,No,Online,Online,INR,A. Sharma,customer555@example.com,,
ORD-1047,2025-06-25,bengaluru,"$2,435.13",23.9%,11.0,42.0,No,Store,Store,INR,A. Sharma,customer47@example.com,,
ORD-1157,2025-04-03,Delhi,$869.65,7.0%,1.0,41.0,No,Online,Online,INR,P. Nair ,customer157@example.com,,
ORD-1619,2025-04-19,Mumbai,$423.77,17.1%,11.0,32.0,No,Store,Store,INR,R. Iyer ,customer619@example.com,,
ORD-1687,2025-11-17,mumbai,$500.25,17.8%,3.0,,Yes,Partner,Partner,INR,S. Bose,customer687@example.com,,
ORD-1515,2026-02-21,delhi,"$1,280.26",23.2%,10.0,30.0,Yes,Store,Store,INR,R. Iyer ,customer515@example.com,,
ORD-1234,2026-01-31,Mumbai,$901.65,33.0%,8.0,,No,Online,Online,INR,R. Iyer ,customer234@example.com,,
ORD-1593,2025-07-18,chennai,$521.05,1.6%,3.0,46.0,No,Online,Online,INR,P. Nair ,customer593@example.com,,
ORD-1814,2026-03-26,Mumbai,"$1,227.68",34.6%,3.0,42.0,No,Online,Online,INR,A. Sharma,customer814@example.com,,
ORD-1746,2025-05-19,Mumbai,$971.41,24.9%,6.0,14.0,No,Online,Online,INR,S. Bose,customer746@example.com,,
ORD-1795,2026-01-24,Bengaluru,$768.64,16.4%,11.0,,No,Partner,Partner,INR,A. Sharma,customer795@example.com,,
ORD-1683,2026-03-30,Chennai,"$1,863.10",20.2%,6.0,63.0,No,Partner,Partner,INR,A. Sharma,customer683@example.com,,
ORD-1382,2026-03-06,delhi,$470.85,19.7%,11.0,33.0,Yes,Store,Store,INR,P. Nair ,customer382@example.com,,
ORD-1218,2025-12-15,Mumbai,$807.17,28.6%,8.0,36.0,No,Online,Online,INR,P. Nair ,customer218@example.com,,
ORD-1863,2025-08-13,Mumbai,"$1,641.31",24.0%,3.0,49.0,No,Store,Store,INR,  M. Khan,customer863@example.com,,
ORD-1728,2026-03-28,delhi,"$1,670.26",3.1%,6.0,55.0,No,Partner,Partner,INR,A. Sharma,customer728@example.com,,
ORD-1195,2026-01-23,Chennai,$844.59,12.4%,2.0,34.0,Yes,Online,Online,INR,A. Sharma,customer195@example.com,,
ORD-1090,2025-07-04,bengaluru,"$2,150.67",15.9%,6.0,,No,Partner,Partner,INR,P. Nair ,customer90@example.com,,
ORD-1162,2025-08-13,Mumbai,"$1,739.48",17.5%,8.0,65.0,No,Partner,Partner,INR,A. Sharma,customer162@example.com,,
ORD-1246,2025-07-16,Chennai,"$1,399.80",18.3%,11.0,23.0,No,Partner,Partner,INR,P. Nair ,customer246@example.com,,
ORD-1780,2026-01-29,Chennai,$810.01,31.3%,2.0,61.0,No,Online,Online,INR,R. Iyer ,customer780@example.com,,
ORD-1530,2025-11-18,mumbai,"$1,103.62",22.4%,2.0,26.0,Yes,Online,Online,INR,P. Nair ,customer530@example.com,,
ORD-1054,2026-01-04,Delhi,$964.36,33.9%,4.0,36.0,Yes,Partner,Partner,INR,  M. Khan,customer54@example.com,,
ORD-1771,2025-05-28,bengaluru,"$1,967.54",4.2%,2.0,,Yes,Online,Online,INR,P. Nair ,customer771@example.com,,
ORD-1457,2025-11-21,unknown,$587.21,24.9%,7.0,,Yes,Store,Store,INR,R. Iyer ,customer457@example.com,,
ORD-1641,2026-02-15,Mumbai,"$1,992.12",0.7%,2.0,31.0,No,Store,Store,INR,A. Sharma,customer641@example.com,,
ORD-1662,2025-04-02,Bengaluru,$789.57,5.4%,8.0,44.0,No,Online,Online,INR,S. Bose,customer662@example.com,,
ORD-1016,2025-11-15,Mumbai,"$1,822.98",26.4%,11.0,51.0,No,Store,Store,INR,R. Iyer ,customer16@example.com,,
ORD-1757,2026-01-25,Chennai,"$1,072.52",30.5%,9.0,72.0,No,Online,Online,INR,S. Bose,customer757@example.com,,
ORD-1127,2025-04-17,Delhi,"$1,137.23",34.1%,8.0,,Yes,Online,Online,INR,A. Sharma,customer127@example.com,,
ORD-1156,2025-10-23,mumbai,$580.66,25.1%,6.0,,Yes,Online,Online,INR,S. Bose,customer156@example.com,,
ORD-1109,2025-03-31,Bengaluru,$827.85,2.4%,8.0,47.0,No,Online,Online,INR,R. Iyer ,customer109@example.com,,
ORD-1484,2026-01-30,Kolkata,$419.13,10.4%,5.0,48.0,No,Online,Online,INR,S. Bose,customer484@example.com,,
ORD-1043,2025-10-30,Chennai,$847.17,6.4%,11.0,36.0,No,Store,Store,INR,R. Iyer ,customer43@example.com,,
ORD-1422,2025-06-05,delhi,"$1,595.16",15.5%,9.0,41.0,No,Online,Online,INR,P. Nair ,customer422@example.com,,
ORD-1737,2025-11-03,Delhi,"$2,080.09",4.4%,11.0,48.0,Yes,Store,Store,INR,R. Iyer ,customer737@example.com,,
ORD-1500,2026-03-10,mumbai,$448.88,23.5%,10.0,56.0,No,Online,Online,INR,A. Sharma,customer500@example.com,,
ORD-1596,2025-08-23,bengaluru,$660.42,21.0%,7.0,44.0,Yes,Online,Online,INR,R. Iyer ,customer596@example.com,,
ORD-1657,2025-08-24,MUMBAI,"$1,384.56",11.9%,8.0,32.0,Yes,Store,Store,INR,R. Iyer ,customer657@example.com,,
ORD-1463,28/02/2026,chennai,"$1,005.72",4.3%,10.0,47.0,No,Online,Online,INR,R. Iyer ,customer463@example.com,,
ORD-1556,2025-04-05,Bengaluru,$90.92,34.7%,10.0,,Yes,Online,Online,INR,P. Nair ,customer556@example.com,,
ORD-1297,2025-12-07,Bengaluru,$981.56,21.0%,11.0,22.0,No,Online,Online,INR,P. Nair ,customer297@example.com,,
ORD-1485,2026-02-02,bengaluru,"$1,185.94",20.5%,1.0,28.0,No,Online,Online,INR,R. Iyer ,customer486@example.com,,
ORD-1765,2025-10-08,chennai,$515.18,34.0%,1.0,33.0,Yes,Online,Online,INR,A. Sharma,customer765@example.com,,
ORD-1305,2025-06-14,Delhi,"$2,017.03",31.1%,2.0,,No,Online,Online,INR,R. Iyer ,customer305@example.com,,
ORD-1602,2025-10-29,Mumbai,"$1,182.46",6.8%,5.0,23.0,No,Online,Online,INR,R. Iyer ,customer602@example.com,,
ORD-1663,2025-05-31,Bengaluru,"$1,080.25",7.4%,10.0,58.0,No,Online,Online,INR,  M. Khan,customer663@example.com,,
ORD-1784,2025-12-31,Chennai,"$1,183.25",27.9%,11.0,,No,Partner,Partner,INR,  M. Khan,customer784@example.com,,
ORD-1866,03/07/2025,delhi,$758.78,20.2%,4.0,,No,Store,Store,INR,R. Iyer ,customer866@example.com,,
ORD-1145,2025-06-21,Kolkata,$447.92,21.4%,7.0,29.0,No,Store,Store,INR,  M. Khan,customer145@example.com,,
ORD-1855,2026-01-21,Chennai,$983.17,24.6%,4.0,47.0,No,Store,Store,INR,P. Nair ,customer855@example.com,,
ORD-1822,2025-03-29,Delhi,$438.08,1.7%,7.0,38.0,No,Online,Online,INR,S. Bose,customer822@example.com,,
ORD-1747,2026-01-25,bengaluru,"$2,128.00",33.4%,1.0,,No,Store,Store,INR,  M. Khan,customer747@example.com,,
ORD-1576,2025-10-05,bengaluru,$473.96,28.1%,1.0,68.0,Yes,Online,Online,INR,P. Nair ,customer576@example.com,,
ORD-1289,2025-12-22,Kolkata,"$1,164.44",27.3%,5.0,31.0,No,Online,Online,INR,S. Bose,customer289@example.com,,
ORD-1718,2025-06-03,Mumbai,"$1,172.61",31.0%,6.0,41.0,No,Online,Online,INR,S. Bose,customer718@example.com,,
ORD-1315,2026-04-03,Chennai,"$1,114.30",24.7%,7.0,39.0,No,Online,Online,INR,A. Sharma,customer315@example.com,,
ORD-1533,2025-12-13,delhi,"$2,297.94",22.2%,8.0,30.0,No,Online,Online,INR,  M. Khan,customer533@example.com,,
ORD-1468,2025-10-12,mumbai,$625.10,4.0%,4.0,52.0,Yes,Online,Online,INR,P. Nair ,customer468@example.com,,
ORD-1098,2025-05-10,Chennai,"$1,404.35",18.8%,7.0,50.0,No,Online,Online,INR,  M. Khan,customer98@example.com,,
ORD-1226,2025-09-01,Mumbai,$634.57,29.2%,3.0,24.0,No,Online,Online,INR,  M. Khan,customer226@example.com,,
ORD-1450,2026-03-27,delhi,"$1,780.87",0.1%,6.0,21.0,Yes,Store,Store,INR,P. Nair ,customer450@example.com,,
ORD-1381,2025-12-22,Bengaluru,$526.39,28.7%,9.0,,No,Store,Store,INR,A. Sharma,customer381@example.com,,
ORD-1716,2026-03-16,Bengaluru,"$1,312.39",13.0%,8.0,44.0,Yes,Store,Store,INR,  M. Khan,customer716@example.com,,
ORD-1461,2025-05-21,unknown,$999.71,23.1%,8.0,17.0,No,Online,Online,INR,  M. Khan,customer461@example.com,,
ORD-1834,2026-01-06,bengaluru,$668.71,30.4%,7.0,26.0,No,Online,Online,INR,P. Nair ,customer834@example.com,,
ORD-1277,2025-08-08,Delhi,$529.46,34.5%,3.0,47.0,No,Store,Store,INR,A. Sharma,customer277@example.com,,
ORD-1321,2026-01-30,chennai,$203.10,0.3%,9.0,55.0,Yes,Online,Online,INR,A. Sharma,customer321@example.com,,
ORD-1536,2025-11-19,Kolkata,$422.41,25.6%,9.0,39.0,No,Store,Store,INR,R. Iyer ,customer536@example.com,,
ORD-1665,2026-02-15,Bengaluru,"$1,380.60",25.0%,10.0,,No,Store,Store,INR,  M. Khan,customer665@example.com,,
ORD-1483,2025-03-25, Mumbai ,"$1,230.48",19.5%,1.0,,Yes,Online,Online,INR,P. Nair ,customer483@example.com,,
ORD-1441,2025-10-15,Chennai,"$2,476.73",18.6%,9.0,,No,Store,Store,INR,A. Sharma,customer442@example.com,,
ORD-1503,2026-03-07,Delhi,"$2,710.37",5.6%,3.0,36.0,No,Partner,Partner,INR,S. Bose,customer503@example.com,,
ORD-1599,2025-11-14,-,N/A,11.5%,4.0,23.0,No,Online,Online,INR,P. Nair ,customer599@example.com,,
ORD-1578,2025-09-18,Chennai,$863.20,23.9%,6.0,57.0,No,Store,Store,INR,S. Bose,customer578@example.com,,
ORD-1586,2025-08-13,Delhi,$773.24,25.3%,6.0,36.0,Yes,Store,Store,INR,  M. Khan,customer586@example.com,,
ORD-1838,2026-03-17,delhi,"$1,514.86",5.9%,10.0,44.0,No,Online,Online,INR,P. Nair ,customer838@example.com,,
ORD-1601,2025-08-02,Bengaluru,"$1,139.49",28.3%,11.0,49.0,No,Partner,Partner,INR,P. Nair ,customer601@example.com,,
ORD-1689,2026-02-27,chennai,$678.08,33.9%,4.0,45.0,No,Store,Store,INR,P. Nair ,customer689@example.com,,
ORD-1188,2025-06-28,Delhi,"$1,189.09",16.4%,7.0,12.0,No,Store,Store,INR,S. Bose,customer188@example.com,,
ORD-1738,2025-10-25,Delhi,"$1,066.68",0.6%,4.0,,Yes,Store,Store,INR,P. Nair ,customer738@example.com,,
ORD-1489,2025-09-26,chennai,$580.85,2.4%,3.0,39.0,No,Online,Online,INR,  M. Khan,customer490@example.com,,
ORD-1828,2026-01-30,Bengaluru,$429.48,26.0%,2.0,45.0,Yes,Online,Online,INR,S. Bose,customer829@example.com,,
ORD-1122,2025-11-27,Bengaluru,"$1,289.03",24.5%,1.0,23.0,No,Store,Store,INR,P. Nair ,customer122@example.com,,
ORD-1009,2026-03-02,MUMBAI,"$1,251.03",4.0%,2.0,38.0,Yes,Online,Online,INR,S. Bose,customer9@example.com,,
ORD-1654,2025-06-10,delhi,$502.95,17.6%,5.0,61.0,No,Store,Store,INR,  M. Khan,customer654@example.com,,
ORD-1164,2026-03-14,Kolkata,$698.40,11.2%,2.0,34.0,No,Online,Online,INR,A. Sharma,customer164@example.com,,
ORD-1101,2025-12-27,chennai,$718.97,27.4%,10.0,25.0,No,Online,Online,INR,P. Nair ,customer101@example.com,,
ORD-1635,2025-06-15,DELHI,$897.11,1.6%,6.0,30.0,Yes,Online,Online,INR,A. Sharma,customer635@example.com,,
ORD-1351,2025-06-14, Mumbai ,"$2,370.83",26.0%,8.0,44.0,No,Online,Online,INR,R. Iyer ,customer351@example.com,,
ORD-1373,2025-03-28,mumbai,$697.46,32.1%,5.0,53.0,No,Partner,Partner,INR,  M. Khan,customer373@example.com,,
ORD-1781,2025-04-09,Bengaluru,"$1,205.24",29.8%,2.0,47.0,No,Online,Online,INR,R. Iyer ,customer781@example.com,,
ORD-1820,2025-11-17,Bengaluru,"$1,243.16",18.0%,11.0,42.0,Yes,Online,Online,INR,R. Iyer ,customer820@example.com,,
ORD-1239,2025-11-22,Delhi,"$1,064.58",16.4%,8.0,49.0,Yes,Online,Online,INR,  M. Khan,customer239@example.com,,
ORD-1858,2025-08-05,mumbai,$554.17,2.0%,6.0,16.0,Yes,Online,Online,INR,P. Nair ,customer858@example.com,,
ORD-1076,2025-09-01,Mumbai,"$1,017.50",26.3%,7.0,53.0,No,Store,Store,INR,  M. Khan,customer76@example.com,,
ORD-1223,2025-05-22,Mumbai,N/A,18.6%,5.0,20.0,Yes,Online,Online,INR,R. Iyer ,customer223@example.com,,
ORD-1518,2025-09-30,Delhi,$240.42,21.4%,11.0,26.0,No,Store,Store,INR,S. Bose,customer518@example.com,,
ORD-1724,2025-11-01,bengaluru,"$1,806.87",23.3%,5.0,47.0,No,Online,Online,INR,S. Bose,customer724@example.com,,
ORD-1460,2025-09-26,chennai,"$1,382.18",33.4%,4.0,,No,Online,Online,INR,  M. Khan,customer460@example.com,,
ORD-1311,2025-12-04,Chennai,$778.72,16.0%,3.0,23.0,No,Online,Online,INR,A. Sharma,customer311@example.com,,
ORD-1018,2026-01-22,DELHI,"$1,512.67",10.0%,5.0,23.0,No,Store,Store,INR,  M. Khan,customer18@example.com,,
ORD-1191,2025-06-08,Mumbai,"$1,140.77",30.9%,10.0,,No,Online,Online,INR,P. Nair ,customer191@example.com,,
ORD-1413,05/11/2025,Delhi,N/A,33.4%,9.0,25.0,No,Store,Store,INR,R. Iyer ,customer413@example.com,,
ORD-1594,2026-03-21,Chennai,$841.80,22.0%,5.0,41.0,Yes,Online,Online,INR,R. Iyer ,customer594@example.com,,
ORD-1707,2026-02-17,Chennai,$340.93,29.5%,9.0,29.0,Yes,Partner,Partner,INR,  M. Khan,customer707@example.com,,
ORD-1280,2025-07-05,Delhi,$497.43,13.2%,3.0,,Yes,Online,Online,INR,P. Nair ,customer280@example.com,,
ORD-1499,2026-03-27,Kolkata,$925.35,28.7%,4.0,39.0,No,Online,Online,INR,A. Sharma,customer499@example.com,,
ORD-1328,2026-03-15,Delhi,"$1,414.57",21.9%,6.0,52.0,Yes,Store,Store,INR,A. Sharma,customer328@example.com,,
ORD-1000,2025-11-02,chennai,$879.27,31.6%,2.0,49.0,No,Online,Online,INR,R. Iyer ,customer0@example.com,,
ORD-1608,2026-01-01,delhi,"$1,431.68",7.2%,1.0,58.0,Yes,Store,Store,INR,R. Iyer ,customer608@example.com,,
ORD-1339,2025-09-18,mumbai,"$1,027.57",9.6%,6.0,24.0,No,Store,Store,INR,P. Nair ,customer339@example.com,,
ORD-1182,2025-12-14,Chennai,"$1,537.28",19.0%,11.0,19.0,No,Store,Store,INR,S. Bose,customer182@example.com,,
ORD-1493,2025-11-21,Mumbai,"$1,016.30",26.7%,2.0,36.0,Yes,Online,Online,INR,P. Nair ,customer493@example.com,,
ORD-1111,2026-03-06,mumbai,$755.47,1.1%,5.0,38.0,No,Store,Store,INR,  M. Khan,customer111@example.com,,
ORD-1096,2026-03-07,chennai,"$1,130.83",23.8%,7.0,48.0,No,Online,Online,INR,P. Nair ,customer96@example.com,,
ORD-1055,2025-12-02,MUMBAI,$759.19,2.8%,2.0,,No,Online,Online,INR,S. Bose,customer55@example.com,,
ORD-1350,2025-07-19,DELHI,$637.54,14.8%,3.0,39.0,Yes,Partner,Partner,INR,A. Sharma,customer350@example.com,,
ORD-1039,2026-01-29,Bengaluru,$628.01,24.1%,8.0,40.0,Yes,Online,Online,INR,P. Nair ,customer39@example.com,,
ORD-1522,2025-12-03,Chennai,$747.69,11.4%,8.0,40.0,Yes,Store,Store,INR,A. Sharma,customer522@example.com,,
ORD-1823,2025-07-09,-,$753.63,2.4%,1.0,,No,Store,Store,INR,  M. Khan,customer823@example.com,,
ORD-1756,2025-10-15,Delhi,"$1,425.84",11.3%,10.0,,No,Partner,Partner,INR,P. Nair ,customer756@example.com,,
ORD-1304,2025-06-17,Kolkata,$864.78,23.3%,8.0,46.0,No,Store,Store,INR,S. Bose,customer304@example.com,,
ORD-1215,2025-12-11,delhi,"$1,576.23",18.6%,5.0,49.0,No,Store,Store,INR,  M. Khan,customer215@example.com,,
ORD-1298,2025-08-19,Chennai,"$1,914.83",9.8%,7.0,43.0,Yes,Online,Online,INR,P. Nair ,customer298@example.com,,
ORD-1371,2025-09-27,chennai,"$1,065.26",23.2%,4.0,9.0,Yes,Online,Online,INR,A. Sharma,customer371@example.com,,
ORD-1538,2025-09-24,Delhi,$755.17,9.9%,5.0,30.0,Yes,Online,Online,INR,R. Iyer ,customer538@example.com,,
ORD-1692,2026-02-05, Mumbai ,N/A,8.5%,3.0,30.0,No,Partner,Partner,INR,S. Bose,customer692@example.com,,
ORD-1237,2025-12-14,Kolkata,"$1,141.98",14.5%,6.0,43.0,Yes,Store,Store,INR,  M. Khan,customer237@example.com,,
ORD-1376,2026-01-31,Chennai,"$1,048.41",9.9%,3.0,41.0,No,Store,Store,INR,R. Iyer ,customer376@example.com,,
ORD-1088,2025-12-21,Chennai,$975.54,12.5%,3.0,48.0,No,Online,Online,INR,P. Nair ,customer88@example.com,,
ORD-1651,2026-03-10,Mumbai,$809.70,21.8%,-1.0,25.0,Yes,Store,Store,INR,P. Nair ,customer651@example.com,,
ORD-1529,2025-07-10,Mumbai,$784.73,1.7%,7.0,16.0,Yes,Partner,Partner,INR,P. Nair ,customer529@example.com,,
ORD-1884,2025-07-11,mumbai,"$1,124.12",3.6%,8.0,28.0,Yes,Online,Online,INR,  M. Khan,customer884@example.com,,
ORD-1268,2025-06-15,mumbai,$779.58,7.1%,2.0,,No,Store,Store,INR,R. Iyer ,customer268@example.com,,
ORD-1038,2025-10-31,Bengaluru,"$1,975.64",14.0%,3.0,25.0,No,Online,Online,INR,P. Nair ,customer38@example.com,,
ORD-1152,2025-07-05,MUMBAI,$935.95,0.5%,5.0,48.0,No,Online,Online,INR,R. Iyer ,customer152@example.com,,
ORD-1079,2025-08-03,Delhi,"$1,000.36",29.3%,999.0,40.0,No,Online,Online,INR,P. Nair ,customer79@example.com,,
ORD-1429,2026-02-16,Chennai,"$1,083.51",26.0%,1.0,37.0,No,Store,Store,INR,A. Sharma,customer429@example.com,,
ORD-1241,2025-05-26,Delhi,"$1,366.69",5.3%,10.0,32.0,Yes,Online,Online,INR,A. Sharma,customer241@example.com,,
ORD-1843,30/08/2025,chennai,"$2,085.64",13.6%,7.0,,No,Partner,Partner,INR,  M. Khan,customer843@example.com,,
ORD-1345,2025-07-31,Delhi,$504.74,20.5%,9.0,7.0,No,Store,Store,INR,R. Iyer ,customer345@example.com,,
ORD-1174,2025-11-23,Kolkata,$892.02,27.4%,1.0,33.0,Yes,Online,Online,INR,  M. Khan,customer174@example.com,,
ORD-1785,2026-03-13,chennai,"$1,263.58",31.8%,11.0,42.0,No,Store,Store,INR,A. Sharma,customer785@example.com,,
ORD-1506,2026-02-09,Mumbai,"$1,576.77",20.4%,6.0,33.0,Yes,Online,Online,INR,  M. Khan,customer506@example.com,,
ORD-1682,2025-08-04,Delhi,"$2,035.59",7.6%,1.0,45.0,Yes,Store,Store,INR,R. Iyer ,customer682@example.com,,
ORD-1024,2025-05-09,Delhi,"$1,283.48",33.9%,2.0,29.0,Yes,Online,Online,INR,R. Iyer ,customer24@example.com,,
ORD-1161,2025-07-26,Delhi,"$1,244.90",14.3%,2.0,20.0,Yes,Store,Store,INR,R. Iyer ,customer161@example.com,,
ORD-1762,2026-01-30,Bengaluru,$469.41,29.1%,10.0,29.0,Yes,Store,Store,INR,A. Sharma,customer762@example.com,,
ORD-1094,2025-08-19,Bengaluru,"$1,089.28",15.7%,5.0,18.0,Yes,Store,Store,INR,P. Nair ,customer94@example.com,,
ORD-1119,2026-01-27,chennai,"$1,371.12",15.6%,6.0,21.0,No,Store,Store,INR,S. Bose,customer119@example.com,,
ORD-1058,2026-01-31,Kolkata,"$1,272.18",3.3%,5.0,42.0,No,Online,Online,INR,S. Bose,customer58@example.com,,
ORD-1262,2025-05-30,Bengaluru,"$1,597.31",34.6%,10.0,21.0,No,Store,Store,INR,R. Iyer ,customer262@example.com,,
ORD-1570,2026-01-18,Chennai,$964.13,12.6%,4.0,57.0,No,Store,Store,INR,P. Nair ,customer570@example.com,,
ORD-1168,2025-08-03,chennai,"$1,150.55",0.7%,7.0,49.0,No,Online,Online,INR,A. Sharma,customer168@example.com,,
